doid	name	type
DOID:10544	malignant tumor of pylorus (disorder)	exact-synonym
DOID:14233	orbital cyst	name
DOID:14233	orbital cyst (disorder)	exact-synonym
DOID:14233	orbital cysts	exact-synonym
DOID:14233	orbital cysts	exact-synonym
DOID:4250	conjunctivochalasis	name
DOID:4250	Conjunctivochalasis (disorder)	exact-synonym
DOID:0060047	writing disorder	name
DOID:1081	mansonelliasis	name
DOID:1081	Mansonelliasis (disorder)	exact-synonym
DOID:6001	breast fibrosarcoma	name
DOID:6001	Fibrosarcoma of the breast	exact-synonym
DOID:663	scrotal angioma	name
DOID:663	hemangioma of scrotum	exact-synonym
DOID:3002	ovary neuroendocrine neoplasm	name
DOID:3002	neuroendocrine tumor of Ovary	exact-synonym
DOID:3488	cellulitis	name
DOID:2999	granulosa cell tumor	name
DOID:2999	Granulosa cell neoplasm	exact-synonym
DOID:2999	Granulosa cell tumor, adult type (morphologic abnormality)	exact-synonym
DOID:2999	Granulosa cell tumour, sarcomatoid	exact-synonym
DOID:2999	malignant granulosa cell neoplasm	exact-synonym
DOID:727	premenstrual tension	name
DOID:7651	hypercalcemic type ovarian small cell carcinoma	name
DOID:3003	nipple neoplasm	name
DOID:3003	tumor of Nipple	exact-synonym
DOID:11488	idiopathic peripheral autonomic neuropathy	name
DOID:11488	Idiopathic peripheral autonomic neuropathy (disorder)	exact-synonym
DOID:11488	Idiopathic peripheral autonomic neuropathy NOS (disorder)	exact-synonym
DOID:3001	female reproductive endometrioid cancer	name
DOID:3001	endometrioid neoplasm	exact-synonym
DOID:3001	endometrioid tumor (morphologic abnormality)	exact-synonym
DOID:3001	female reproductive endometrioid neoplasm	related-synonym
DOID:5729	intravenous leiomyomatosis	name
DOID:5729	Intravenous leiomyomatosis	exact-synonym
DOID:5729	Intravenous leiomyomatosis (disorder)	exact-synonym
DOID:2215	factor VII deficiency	name
DOID:2215	deficiency, stable	exact-synonym
DOID:2215	Factor VII deficiency	exact-synonym
DOID:2215	Factor VII deficiency (disorder)	exact-synonym
DOID:7266	familiar fallopian tube carcinoma	name
DOID:2214	inherited blood coagulation disease	name
DOID:8448	intestinal impaction	name
DOID:10812	nasal cavity olfactory neuroblastoma	name
DOID:10812	Olfactory neuroblastoma of the nasal cavity	exact-synonym
DOID:11031	bullous keratopathy	name
DOID:11031	Bullous Keratopathy	exact-synonym
DOID:11031	Bullous keratopathy (disorder)	exact-synonym
DOID:7267	lung clear cell carcinoma	name
DOID:4545	mesenchymal chondrosarcoma	name
DOID:5338	gingival hypertrophy	name
DOID:5338	hypertrophy of gingivae	exact-synonym
DOID:2216	factor V deficiency	name
DOID:2216	deficiency, labile	exact-synonym
DOID:2216	Factor V deficiency (disorder)	exact-synonym
DOID:2216	Factor V deficiency [Ambiguous]	exact-synonym
DOID:2216	Hereditary hypoproaccelerinaemia	exact-synonym
DOID:2216	Labile factor deficiency (disorder)	exact-synonym
DOID:2216	Proaccelerin deficiency (disorder)	exact-synonym
DOID:4993	atypical polypoid adenomyoma	name
DOID:4993	Atypical polypoid adenomyoma	exact-synonym
DOID:4993	Atypical polypoid adenomyoma (morphologic abnormality)	exact-synonym
DOID:6641	breast juvenile papillomatosis	name
DOID:6641	Juvenile papillomatosis of the breast	exact-synonym
DOID:0050456	Buruli ulcer disease	name
DOID:0050456	Bairnsdale ulcer	exact-synonym
DOID:0050456	Daintree ulcer	exact-synonym
DOID:0050456	Mossman ulcer	exact-synonym
DOID:0050456	Searl ulcer	exact-synonym
DOID:0050456	Searle's ulcer	exact-synonym
DOID:4645	retinal cancer	name
DOID:4645	malignant neoplasm of retina	exact-synonym
DOID:4645	malignant Retinal neoplasm	exact-synonym
DOID:4645	malignant tumor of retina (disorder)	exact-synonym
DOID:4645	neoplasm of retina	exact-synonym
DOID:4645	Retinal tumor	exact-synonym
DOID:0050664	Bietti crystalline corneoretinal dystrophy	name
DOID:0050664	Bietti's crystalline dystrophy 	exact-synonym
DOID:0050143	asymptomatic dengue	name
DOID:0060080	Her2-receptor negative breast cancer	name
DOID:8274	synovial angioma	name
DOID:8274	hemangioma of Synovium	exact-synonym
DOID:5712	cutaneous liposarcoma	name
DOID:5712	Liposarcoma of the skin	exact-synonym
DOID:0050387	nonpapillary renal cell carcinoma	name
DOID:13778	chancroid	name
DOID:13778	(Chancroid [& bubo]) or (Ducrey's chancre)	exact-synonym
DOID:13778	Ulcus molle, skin	exact-synonym
DOID:571	median neuropathy	name
DOID:0060072	benign neoplasm	name
DOID:8536	herpes zoster	name
DOID:8536	herpes zona	exact-synonym
DOID:8536	Shingles	exact-synonym
DOID:11723	Duchenne muscular dystrophy	name
DOID:11723	Muscular dystrophy, Duchenne	exact-synonym
DOID:4661	multiple chemical sensitivity	name
DOID:4661	20th century disease	exact-synonym
DOID:4661	chemical AIDS	exact-synonym
DOID:4661	environmental illness	exact-synonym
DOID:4661	idiopathic environmental illness	exact-synonym
DOID:4661	total allergy syndrome	exact-synonym
DOID:10352	breast fibroadenosis	name
DOID:10352	Fibroadenosis - breast	exact-synonym
DOID:10352	Fibroadenosis of breast	exact-synonym
DOID:10352	Fibroadenosis of breast (disorder)	exact-synonym
DOID:10352	Fibroadenosis of breast NOS (disorder)	exact-synonym
DOID:4648	familial retinoblastoma	name
DOID:4648	Hereditary Retinoblastoma	exact-synonym
DOID:1754	mitral valve stenosis	name
DOID:1754	Mitral stenosis	exact-synonym
DOID:4644	epidermolysis bullosa simplex	name
DOID:4644	Epidermolysis bullosa simplex	exact-synonym
DOID:4644	Epidermolysis bullosa simplex (disorder)	exact-synonym
DOID:5711	vulvar liposarcoma	name
DOID:9159	gas gangrene	name
DOID:9159	(Gas gangrene) or (Clostridium infection)	exact-synonym
DOID:9159	Gas bacillus infection	exact-synonym
DOID:9159	Gas bacillus infection or gangrene	exact-synonym
DOID:9159	Gas gangrene (disorder)	exact-synonym
DOID:9159	Myonecrosis	exact-synonym
DOID:5714	intracranial liposarcoma	name
DOID:4423	sea-blue histiocyte syndrome	name
DOID:4423	Sea-blue histiocyte syndrome (disorder)	exact-synonym
DOID:3211	lysosomal storage disease	name
DOID:3211	disorder of lysosomal enzyme (disorder)	exact-synonym
DOID:3211	inborn lysosomal enzyme disorder	exact-synonym
DOID:3211	lysosomal storage metabolism disorder	exact-synonym
DOID:0050463	campomelic dysplasia	name
DOID:0050463	Acampomelic Campomelic Dysplasia	exact-synonym
DOID:12166	cobblestone retinal degeneration	name
DOID:12166	Paving stone degeneration of retina	exact-synonym
DOID:12166	Paving stone retinal degeneration (disorder)	exact-synonym
DOID:4422	malignant adenofibroma	name
DOID:4419	benign deep fibrous histiocytoma	name
DOID:4998	trichorhinophalangeal syndrome type II	name
DOID:4998	Langer-Giedion syndrome	exact-synonym
DOID:4998	Trichorhinophalangeal dysplasia type II	exact-synonym
DOID:2908	Treacher Collins syndrome	name
DOID:2908	(Mandibulofacial dysostosis) or (Franceschetti syndrome)	exact-synonym
DOID:2908	mandibulofacial dysostosis	exact-synonym
DOID:0050145	adenoiditis	name
DOID:0050145	chronic adenoiditis	exact-synonym
DOID:1587	thrombocytopenia due to platelet alloimmunization	name
DOID:1587	Auto-immune thrombocytopenia	exact-synonym
DOID:1587	Auto-immune thrombocytopenia	exact-synonym
DOID:1587	Immune thrombocytopenia (disorder)	exact-synonym
DOID:1587	Thrombocytopenia Due to Immune Destruction	exact-synonym
DOID:11561	hypertensive retinopathy	name
DOID:5715	functionless pituitary adenoma	name
DOID:5715	Non-Functioning neoplasm of the Pituitary	exact-synonym
DOID:5715	Non-Secretory adenoma of the Pituitary gland	exact-synonym
DOID:745	epididymis adenomatoid tumor	name
DOID:745	adenomatoid neoplasm of the epididymis	related-synonym
DOID:745	benign Epididymal epithelial Mesothelioma	exact-synonym
DOID:5074	malignant ependymoma	name
DOID:5074	Ependymal neoplasm	exact-synonym
DOID:5074	ependymal tumors	exact-synonym
DOID:5076	mixed glioma	name
DOID:5076	mixed glioma (morphologic abnormality)	exact-synonym
DOID:5076	mixed gliomas	exact-synonym
DOID:5076	mixed Neuroglial tumor	exact-synonym
DOID:0060079	Her2-receptor positive breast cancer	name
DOID:4651	unilateral retinoblastoma	name
DOID:4674	androgen insensitivity syndrome	name
DOID:4674	Androgen resistance syndrome (disorder)	exact-synonym
DOID:4674	Androgen-Insensitivity Syndrome	exact-synonym
DOID:4674	Feminisation - testicular	exact-synonym
DOID:4674	Goldberg - Maxwell syndrome	exact-synonym
DOID:4674	Goldberg-Maxwell syndrome	exact-synonym
DOID:4674	testicular feminization	exact-synonym
DOID:4674	testicular feminization (disorder)	exact-synonym
DOID:4674	testicular Feminization syndrome	exact-synonym
DOID:0050214	Lambert-Eaton myasthenic syndrome	name
DOID:0050214	Eaton-Lambert syndrome	exact-synonym
DOID:0050214	Lambert-Eaton syndrome	exact-synonym
DOID:0050214	LEMS	exact-synonym
DOID:4424	juvenile xanthogranuloma	name
DOID:4424	Multiple eruptive juvenile xanthogranuloma	exact-synonym
DOID:4424	Naevoxanthoendothelioma	exact-synonym
DOID:4424	Xanthoma neviforme	exact-synonym
DOID:4424	Xanthoma neviforme	exact-synonym
DOID:8541	Sezary's disease	name
DOID:8541	Sezary disease	exact-synonym
DOID:8541	Sezary syndrome	exact-synonym
DOID:10632	Wolfram syndrome	name
DOID:10632	Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder)	exact-synonym
DOID:10632	DIDMOAD	exact-synonym
DOID:0050148	laryngotracheitis	name
DOID:5719	adrenal medulla cancer	name
DOID:5719	adrenal medulla neoplasm	exact-synonym
DOID:5719	adrenal medulla tumor	exact-synonym
DOID:5719	malignant neoplasm of adrenal medulla	exact-synonym
DOID:5719	malignant tumor of the Adrenal Medulla	exact-synonym
DOID:3491	Turner syndrome	name
DOID:3491	Bonnevie-Ullrich syndrome	exact-synonym
DOID:3491	Bonnevie-Ullrich syndrome NOS	exact-synonym
DOID:3491	Bonnevie-Ullrich syndrome NOS (disorder)	exact-synonym
DOID:3491	Gonadal dysgenesis - Turner	exact-synonym
DOID:3491	Gonadal dysgenesis - Turner	exact-synonym
DOID:3491	Karyotype 45, X	exact-synonym
DOID:3491	Monosomy X	exact-synonym
DOID:3491	monosomy X syndrome	exact-synonym
DOID:3491	Turner syndrome (disorder)	exact-synonym
DOID:3491	Turner's syndrome NOS	exact-synonym
DOID:3491	Turner's syndrome NOS (disorder)	exact-synonym
DOID:3491	XO syndrome	exact-synonym
DOID:4653	intraocular retinoblastoma	name
DOID:4653	Intraocular Retinoblastoma	exact-synonym
DOID:4664	filamentary keratitis	name
DOID:4664	Filamentary keratitis (disorder)	exact-synonym
DOID:0050150	Pontiac fever	name
DOID:585	nephrolithiasis	name
DOID:585	calculus of kidney and ureter (disorder)	exact-synonym
DOID:585	kidney stones	exact-synonym
DOID:585	NEPHROLITHIASIS, CALCIUM OXALATE	exact-synonym
DOID:585	Stone - kidney/ureter	exact-synonym
DOID:585	Stone - kidney/ureter	exact-synonym
DOID:585	UROLITHIASIS, CALCIUM OXALATE	exact-synonym
DOID:0050157	cryptogenic organizing pneumonia	name
DOID:0050157	Cryptogenic organizing pneumonitis	exact-synonym
DOID:0050157	idiopathic bronchiolitis obliterans with organizing pneumonia	exact-synonym
DOID:4464	collecting duct carcinoma	name
DOID:4464	carcinoma of renal Collecting duct	exact-synonym
DOID:4464	renal carcinoma, collecting duct type	exact-synonym
DOID:4464	renal Medullary carcinoma	exact-synonym
DOID:0050155	sensory system disease	name
DOID:4991	optic nerve astrocytoma	name
DOID:4991	Astrocytic tumor of optic nerve	exact-synonym
DOID:4991	optic tract astrocytoma	exact-synonym
DOID:4656	extraocular retinoblastoma	name
DOID:4656	Extraocular Retinoblastoma	exact-synonym
DOID:4658	benign mastocytoma	name
DOID:4658	benign Mastocytoma	exact-synonym
DOID:3216	jejunal somatostatinoma	name
DOID:3216	jejunal delta cell somatostatin producing tumor	exact-synonym
DOID:3216	Somatosatinoma of Jejunum	exact-synonym
DOID:854	collagen disease	name
DOID:854	collagen disorder	exact-synonym
DOID:4659	extracutaneous mastocytoma	name
DOID:4659	Extracutaneous mastocytoma	exact-synonym
DOID:314	tenosynovial giant cell tumor	name
DOID:314	fibrous histiocytoma of tendon sheath (disorder)	exact-synonym
DOID:314	Giant cell tumor of tendon sheath	exact-synonym
DOID:314	Giant cell tumor of Tenosynovium	exact-synonym
DOID:2913	acute pancreatitis	name
DOID:2913	acute necrotizing pancreatitis	exact-synonym
DOID:2913	acute necrotizing pancreatitis (disorder)	exact-synonym
DOID:2913	acute pancreatitis (disorder)	exact-synonym
DOID:2913	acute pancreatitis (disorder) [Ambiguous]	exact-synonym
DOID:2913	acute pancreatitis NOS	exact-synonym
DOID:2913	acute pancreatitis NOS (disorder)	exact-synonym
DOID:2913	acute pancreatitis unspecified (disorder)	exact-synonym
DOID:2913	PANCREATITIS NECROTIZING	exact-synonym
DOID:4660	indolent systemic mastocytosis	name
DOID:4660	Indolent systemic mastocytosis (disorder)	exact-synonym
DOID:4660	Indolent systemic mastocytosis (morphologic abnormality)	exact-synonym
DOID:4660	ISM	exact-synonym
DOID:3869	childhood medulloblastoma	name
DOID:3869	pediatric Medulloblastoma	exact-synonym
DOID:12522	bagassosis	name
DOID:12522	Bagassosis (disorder)	exact-synonym
DOID:12522	sugar cane worker pneumonitis	exact-synonym
DOID:4430	somatostatinoma	name
DOID:4430	Somatostatin cell neoplasm	exact-synonym
DOID:4430	Somatostatin cell tumour	exact-synonym
DOID:4430	Somatostatinoma (disorder)	exact-synonym
DOID:12168	ulnar nerve lesion	name
DOID:12168	Lesion of ulnar nerve	exact-synonym
DOID:12168	Lesion of ulnar nerve (disorder)	exact-synonym
DOID:12168	Lesion of ulnar nerve, NOS	exact-synonym
DOID:12168	Ulnar nerve lesion (disorder)	exact-synonym
DOID:12168	Ulnar nerve lesion [Ambiguous]	exact-synonym
DOID:12168	Ulnar nerve lesion NOS (disorder)	exact-synonym
DOID:12168	Ulnar nerve lesions (disorder)	exact-synonym
DOID:8543	Hodgkin's lymphoma, lymphocytic-histiocytic predominance	name
DOID:8543	Hodgkin lymphoma, lymphocyte-rich (disorder)	exact-synonym
DOID:8543	Hodgkin lymphoma, lymphocytic-histiocytic predominance	exact-synonym
DOID:8543	Hodgkin's disease, lymphocyte predominance [obs]	exact-synonym
DOID:8543	Lymphocyte Rich Hodgkin's disease	exact-synonym
DOID:5723	optic atrophy	name
DOID:5723	atrophy of optic disc	exact-synonym
DOID:0060076	estrogen-receptor negative breast cancer	name
DOID:3210	Pelizaeus-Merzbacher disease	name
DOID:3210	Leukodystrophy, sudanophilic	exact-synonym
DOID:3210	Pelizaeus Merzbacher brain sclerosis	exact-synonym
DOID:3210	Pelizaeus-Merzbacher disease (disorder)	exact-synonym
DOID:820	myocarditis	name
DOID:820	Myocardial inflammation (finding)	exact-synonym
DOID:11148	hypersecretion glaucoma	name
DOID:11148	hypersecretion glaucoma (disorder)	exact-synonym
DOID:0050158	desquamative interstitial pneumonia	name
DOID:0050158	desquamative interstitial pneumonia	exact-synonym
DOID:0050158	familial desquamative interstitial pneumonitis	exact-synonym
DOID:0050158	RBILD	exact-synonym
DOID:0050158	respiratory bronchiolitis-associated interstitial lung disease	exact-synonym
DOID:12510	retinal ischemia	name
DOID:12510	Retinal ischaemia	exact-synonym
DOID:12510	Retinal ischemia (disorder)	exact-synonym
DOID:4432	pancreatic somatostatinoma	name
DOID:4432	pancreatic delta cell somatostatin producing neoplasm	exact-synonym
DOID:4432	pancreatic Somatostatin cell tumor	exact-synonym
DOID:0050159	lymphoid interstitial pneumonia	name
DOID:10022	ampulla of vater neoplasm	name
DOID:10022	tumor of the ampulla of vater	exact-synonym
DOID:0050160	inhalation anthrax	name
DOID:0050160	pulmonary anthrax	exact-synonym
DOID:0050160	respiratory anthrax	exact-synonym
DOID:0050160	wool-sorters' disease	exact-synonym
DOID:0050160	woolsorters' disease	exact-synonym
DOID:14759	autosomal recessive type IV Ehlers-Danlos syndrome	name
DOID:14759	Ehlers-Danlos syndrome, recessive type 4 (disorder)	exact-synonym
DOID:8006	skin meningioma	name
DOID:8006	primary meningioma of the skin	exact-synonym
DOID:4433	pancreatic delta cell neoplasm	name
DOID:4433	pancreatic Delta cell tumor	exact-synonym
DOID:5731	chronic salpingitis	name
DOID:5731	chronic salpingitis (disorder)	exact-synonym
DOID:10428	stable condition keratoconus	name
DOID:10428	Keratoconus, stable condition (disorder)	exact-synonym
DOID:10428	Stable condition keratoconus (disorder)	exact-synonym
DOID:4436	anterior cranial fossa meningioma	name
DOID:4436	meningioma of the Anterior Fossa	exact-synonym
DOID:2914	immune system disease	name
DOID:5727	uterine ligament cancer	name
DOID:5727	tumor of the uterine Ligament	exact-synonym
DOID:8544	chronic fatigue syndrome	name
DOID:8544	CFS	exact-synonym
DOID:8544	Myalgic encephalitis	exact-synonym
DOID:8544	Myalgic encephalomyelitis	exact-synonym
DOID:8544	Postviral fatigue syndrome (disorder)	exact-synonym
DOID:0060077	progesterone-receptor positive breast cancer	name
DOID:5090	sternum cancer	name
DOID:5090	malignant sternal neoplasm	exact-synonym
DOID:5090	malignant Sternal tumor	exact-synonym
DOID:5090	neoplasm of sternum	related-synonym
DOID:5090	neoplasm of sternum (disorder)	exact-synonym
DOID:5090	Sternal tumor	exact-synonym
DOID:4671	freemartinism	name
DOID:11771	spontaneous ocular nystagmus	name
DOID:11771	Ocular nystagmus	exact-synonym
DOID:11771	Searching eye movements	exact-synonym
DOID:11771	visual deprivation nystagmus	exact-synonym
DOID:11771	visual deprivation nystagmus (disorder)	exact-synonym
DOID:0050161	lower respiratory tract disease	name
DOID:2978	carbohydrate metabolic disorder	name
DOID:2978	disorder of carbohydrate transport and metabolism	exact-synonym
DOID:2978	inborn carbohydrate metabolism disorder	exact-synonym
DOID:2978	inborn errors of carbohydrate metabolism	exact-synonym
DOID:5093	thoracic cancer	name
DOID:5093	Thoracic tumor	exact-synonym
DOID:5093	thorax cancer	exact-synonym
DOID:5093	thorax neoplasm	exact-synonym
DOID:5093	tumor of thorax (disorder)	exact-synonym
DOID:5728	diffuse peritoneal leiomyomatosis	name
DOID:5728	leiomyomatosis peritonealis disseminata (disorder)	exact-synonym
DOID:0060088	vestibular gland benign neoplasm	name
DOID:8549	chronic ulcer of skin	name
DOID:8549	Callous ulcer (morphologic abnormality)	exact-synonym
DOID:8549	Indolent ulcer (morphologic abnormality)	exact-synonym
DOID:5730	salpingitis isthmica nodosa	name
DOID:5730	Salpingitis Isthmica Nodosa	exact-synonym
DOID:5730	Salpingitis isthmica nodosa (disorder)	exact-synonym
DOID:10044	balloon cell malignant melanoma	name
DOID:0050166	tuberculous salpingitis	name
DOID:8552	chronic myeloid leukemia	name
DOID:8552	chronic granulocytic leukemia	exact-synonym
DOID:8552	chronic myelogenous leukemia	exact-synonym
DOID:8552	CML	exact-synonym
DOID:8552	CML - chronic Myelogenous Leukemia	exact-synonym
DOID:8552	Myeloid Leukemia, chronic	exact-synonym
DOID:5574	VIPoma	name
DOID:5574	malignant vasoactive intestinal peptide-secreting tumor	exact-synonym
DOID:5574	Vasoactive intestinal peptide-secreting tumor (disorder)	exact-synonym
DOID:5574	VIP- Secreting tumor	exact-synonym
DOID:5574	Vipoma, malignant	exact-synonym
DOID:13774	Addison's disease	name
DOID:13774	Addison disease	exact-synonym
DOID:13774	Addison disease, chronic adrenal insufficiency	exact-synonym
DOID:13774	ADRENOCORTICAL HYPOFUNCTION, CHRONIC PRIMARY CONGENITAL 	exact-synonym
DOID:13774	HYPOADRENOCORTICISM, FAMILIAL	exact-synonym
DOID:13774	primary adrenocortical insufficiency (disorder)	exact-synonym
DOID:13774	primary hypoadrenalism	exact-synonym
DOID:3494	bile duct signet ring cell carcinoma	name
DOID:3494	bile duct Signet Ring cell carcinoma	exact-synonym
DOID:10047	nodular malignant melanoma	name
DOID:10047	nodular melanoma (morphologic abnormality)	exact-synonym
DOID:11758	iron deficiency anemia	name
DOID:10348	blepharophimosis	name
DOID:4232	extraosseous Ewing's sarcoma	name
DOID:4232	extraosseous Ewing sarcoma	exact-synonym
DOID:4232	extraosseous Ewing's sarcoma/peripheral primitive neuroectodermal tumor	exact-synonym
DOID:9620	vesicoureteral reflux	name
DOID:9620	vesico-ureteral reflux	exact-synonym
DOID:12029	sympathetic ophthalmia	name
DOID:12029	Sympathetic uveitis	exact-synonym
DOID:12029	Sympathetic uveitis (disorder)	exact-synonym
DOID:9622	kidney hypertrophy	name
DOID:10493	adrenal cortical hypofunction	name
DOID:10493	Adrenal cortical hypofunction (disorder)	exact-synonym
DOID:10493	Adrenal cortical hypofunction (disorder)	exact-synonym
DOID:10493	Adrenal Cortical Insufficiency	exact-synonym
DOID:10493	Corticoadrenal insufficiency	exact-synonym
DOID:10493	Corticoadrenal insufficiency	exact-synonym
DOID:10493	Corticoadrenal insufficiency	exact-synonym
DOID:10493	Corticoadrenal insufficiency NOS	exact-synonym
DOID:10493	Corticoadrenal insufficiency NOS (disorder)	exact-synonym
DOID:1205	hypersensitivity reaction type I disease	name
DOID:1205	allergy	exact-synonym
DOID:1205	hypersensitivity	exact-synonym
DOID:4205	cerebellum cancer	name
DOID:4205	cerebellar cancer	exact-synonym
DOID:4205	malignant tumor of Cerebellum	exact-synonym
DOID:9869	hereditary fructose intolerance syndrome	name
DOID:9869	Fructosaemia	exact-synonym
DOID:9869	Fructose-1,6-bisphosphate aldolase B deficiency	exact-synonym
DOID:9869	Fructosemia	exact-synonym
DOID:14230	scleromalacia perforans	name
DOID:14230	Scleromalacia perforans (disorder)	exact-synonym
DOID:7930	glandular-alveolar pattern testicular yolk sac tumor	name
DOID:4207	childhood infratentorial neoplasm	name
DOID:4207	pediatric Infratentorial tumor	exact-synonym
DOID:7806	adult spinal cord glioblastoma multiforme	name
DOID:7806	adult Spinal Cord Glioblastoma	exact-synonym
DOID:7806	Glioblastoma multiforme of spinal cord (disorder)	exact-synonym
DOID:13649	polyneuropathy in collagen vascular disease	name
DOID:13649	Polyneuropathy in collagen vascular disease (disorder)	exact-synonym
DOID:13649	Polyneuropathy in collagen vascular disease NOS (disorder)	exact-synonym
DOID:0050199	Whitewater Arroyo hemorrhagic fever	name
DOID:13139	crescentic glomerulonephritis	name
DOID:13139	Crescentic glomerulonephritis (disorder)	exact-synonym
DOID:13139	Idiopathic crescentic glomerulonephritis (disorder) [Ambiguous]	exact-synonym
DOID:0050480	epidemic typhus	name
DOID:0050480	sylvatic typhus	exact-synonym
DOID:4209	brainstem intraparenchymal clear cell meningioma	name
DOID:4209	Intraparenchymal Clear cell meningioma of the Brainstem	exact-synonym
DOID:11750	Bordetella parapertussis whooping cough	name
DOID:12179	tinea corporis	name
DOID:12179	dermatophytosis of the body	exact-synonym
DOID:12179	Dermatophytosis of the body (disorder)	exact-synonym
DOID:12179	Dermatophytosis of the trunk	exact-synonym
DOID:963	episodic ataxia	name
DOID:963	Isaacs syndrome	exact-synonym
DOID:0050577	Sensenbrenner syndrome	name
DOID:0050577	cranioectodermal dysplasia	exact-synonym
DOID:0050577	Levin syndrome	exact-synonym
DOID:14764	Larsen syndrome	name
DOID:14764	dominant larsen syndrome	exact-synonym
DOID:7933	childhood precursor T-lymphoblastic lymphoma/leukemia	name
DOID:0050582	distal hereditary motor neuropathy	name
DOID:13081	hemangioma of subcutaneous tissue	name
DOID:13081	Angioma of the Subcutaneous tissue	exact-synonym
DOID:13081	hemangioma of subcutaneous tissue (disorder)	exact-synonym
DOID:13081	Subcutaneous haemangioma	exact-synonym
DOID:13081	Subcutaneous hemangioma (disorder)	exact-synonym
DOID:11752	acute endophthalmitis	name
DOID:11752	acute endophthalmitis (disorder)	exact-synonym
DOID:2452	thrombophilia	name
DOID:2452	hypercoagulability state (finding)	exact-synonym
DOID:2452	Thrombophilia (disorder)	exact-synonym
DOID:9643	babesiosis	name
DOID:9643	Babesiasis	exact-synonym
DOID:9643	Infection by babesia	exact-synonym
DOID:9643	piroplasmosis	exact-synonym
DOID:7945	adult central nervous system mixed germ cell tumor	name
DOID:14761	Greig cephalopolysyndactyly syndrome	name
DOID:14761	polysyndactyly with peculiars skull shape	exact-synonym
DOID:0050576	Senior-Loken syndrome	name
DOID:0050576	Loken Senior syndrome	exact-synonym
DOID:0050576	renal-retinal syndrome	exact-synonym
DOID:6132	bronchitis	name
DOID:6132	acute Bronchitis	exact-synonym
DOID:6132	acute bronchitis and bronchiolitis	related-synonym
DOID:6132	chest cold	exact-synonym
DOID:6132	Chest infection NOS (disorder)	exact-synonym
DOID:6132	chronic bronchitis	exact-synonym
DOID:6132	CI - Chest infection	exact-synonym
DOID:6132	Infection of lower respiratory tract	exact-synonym
DOID:6132	lower respiratory tract Infection	exact-synonym
DOID:6132	recurrent wheezy bronchitis	exact-synonym
DOID:9631	Pelger-Huet anomaly	name
DOID:0050201	nephropathia epidemica	name
DOID:9640	sarcocystosis	name
DOID:9640	Sarcosporidiosis	exact-synonym
DOID:13141	uveitis	name
DOID:5208	malignant struma ovarii	name
DOID:5208	Struma ovarii, malignant (morphologic abnormality)	exact-synonym
DOID:1240	leukemia	name
DOID:9667	placental abruption	name
DOID:9667	abruptio placenta	exact-synonym
DOID:9667	abruptio placentae	exact-synonym
DOID:8093	maxillary sinus Schneiderian papilloma	name
DOID:8093	Schneiderian papilloma of the maxillary sinus	exact-synonym
DOID:11755	choledocholithiasis	name
DOID:2123	tularemia	name
DOID:0050579	glycogen storage disease XV	name
DOID:0050579	glycogen storage disease type XV	exact-synonym
DOID:573	nerve compression syndrome	name
DOID:573	Compression neuropathy	exact-synonym
DOID:573	Entrapment Neuropathy	exact-synonym
DOID:573	entrapment neuropathy	exact-synonym
DOID:573	peripheral nerve entrapment syndrome	exact-synonym
DOID:0050580	hereditary lymphedema	name
DOID:0050580	Milroy's disease	exact-synonym
DOID:0050580	Nonne-Milroy lymphedema	exact-synonym
DOID:4223	pyoderma	name
DOID:12043	kernicterus due to isoimmunization	name
DOID:12043	Kernicterus - due to isoimm.	exact-synonym
DOID:12043	Kernicterus - due to isoimm.	exact-synonym
DOID:12043	Kernicterus due to isoimmunization (disorder)	exact-synonym
DOID:12043	Kernicterus due to isoimmunization [dup] (disorder)	exact-synonym
DOID:12043	Kernicterus due to isoimmunization of fetus or newborn	exact-synonym
DOID:13651	eversion of lacrimal punctum	name
DOID:13651	Eversion of lacrimal punctum (disorder)	exact-synonym
DOID:0060083	immune system cancer	name
DOID:13658	infective urethral stricture	name
DOID:12571	phacogenic glaucoma	name
DOID:13653	stenosis of lacrimal punctum	name
DOID:13653	Stenosis of lacrimal punctum (disorder)	exact-synonym
DOID:0060213	FTDALS1	name
DOID:0060213	ALSFTD	exact-synonym
DOID:0060213	amyotrophic lateral sclerosis and/or frontotemporal dementia	exact-synonym
DOID:0060213	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	exact-synonym
DOID:0060213	frontotemporal dementia and/or motor neuron disease	exact-synonym
DOID:0060213	FTDMND	exact-synonym
DOID:4217	malignant ovarian Brenner tumor	name
DOID:4217	Brenner tumor, malignant (morphologic abnormality)	exact-synonym
DOID:4217	malignant Ovarian Brenner tumor	exact-synonym
DOID:1748	conjunctiva squamous cell carcinoma	name
DOID:1748	Conjunctival Epidermoid carcinoma	exact-synonym
DOID:1748	squamous cell carcinoma of colon	related-synonym
DOID:1748	squamous cell carcinoma of conjunctiva (disorder)	exact-synonym
DOID:0050581	brachydactyly	name
DOID:13166	allergic bronchopulmonary aspergillosis	name
DOID:13166	pulmonary aspergillus disease	exact-synonym
DOID:4872	lung adenoid cystic carcinoma	name
DOID:4872	adenoid cystic carcinoma of lung	related-synonym
DOID:4872	pulmonary adenoid cystic carcinoma	exact-synonym
DOID:13146	esophageal candidiasis	name
