disease_id	name	description
DOID:2383	neonatal jaundice	A pigmentation disease characterized by a high level of bilirubin in the blood, causing a yellowing of the skin and other tissues of a newborn infant.
DOID:2384	Wernicke encephalopathy	
DOID:2388	renal artery disease	
DOID:2392	glandular cystitis	
DOID:2394	ovarian cancer	A female reproductive organ cancer that is located_in the ovary.
DOID:240	iris disease	
DOID:2401	clitoris cancer	
DOID:2409	rhinosporidiosis	A parasitic Ichthyosporea infectious disease that is a chronic granulomatous infection of the mucous membranes caused by the parasite Rhinosporidium seeberi, which manifests as vascular friable polyps that arise from the nasal mucosa or external structures of the eye. Disease of the skin, mouth, upper airways, ear, genitals, and rectum has also been observed.
DOID:2410	skin granular cell tumor	
DOID:2411	granular cell tumor	
DOID:2425	cutaneous ganglioneuroma	
DOID:2426	gangliocytoma	
DOID:2430	skin glomus tumor	
DOID:2431	glomus tumor	A hemangiopericytic tumor that is a mesenchymal neoplasm composed of cells that closely resemble the modified smooth muscle cells of the normal glomus body.
DOID:2433	epidermal appendage tumor	
DOID:2435	skin glomangioma	
DOID:2436	glomangioma	
DOID:2438	dermis tumor	
DOID:2441	frontal sinus squamous cell carcinoma	
DOID:2444	hyperpituitarism	
DOID:2449	acromegaly	A disease of metabolism that has_material_basis_in excessive growth hormone production which results_in enlargement located_in limb.
DOID:2450	central retinal vein occlusion	
DOID:2451	protein S deficiency	
DOID:2452	thrombophilia	
DOID:2455	angular blepharoconjunctivitis	A blepharoconjunctivitis that is characterized by fissuring, scaling, maceration and erythema of the lateral or medial canthal area.
DOID:2456	blepharoconjunctivitis	A blepharitis that is characterized by the dual combination of conjunctivitis with blepharitis.
DOID:2457	giant papillary conjunctivitis	
DOID:2458	papillary conjunctivitis	
DOID:2460	anterior dislocation of lens	
DOID:2462	retinal vascular disease	
DOID:2468	psychotic disorder	A cognitive disorder that involves abnormal thinking and perceptions resulting in a disconnection with reality.
DOID:2473	opportunistic mycosis	A systemic mycosis that results_in fungal infection located_in human body of immunocompromised individuals, has_material_basis_in Fungi. The organisms invade via the respiratory tract, alimentary tract, or intravascular devices.
DOID:2474	vernal conjunctivitis	
DOID:2475	chronic conjunctivitis	
DOID:2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
DOID:2477	motor peripheral neuropathy	
DOID:2478	spinocerebellar degeneration	
DOID:2479	central nervous system origin vertigo	
DOID:248	trachea leiomyoma	
DOID:2481	infantile epileptic encephalopathy	
DOID:2485	phosphorus metabolism disease	
DOID:2490	congenital nervous system abnormality	
DOID:2491	sensory peripheral neuropathy	A peripheral neuropathy that involves damage to nerves of the peripheral nervous system.
DOID:2493	gastric antral vascular ectasia	
DOID:2494	angiodysplasia	A vascular disease that is characterized as a small vascular malformation of the gut.
DOID:2495	senile angioma	
DOID:2497	enamel erosion	
DOID:2498	tooth erosion	
DOID:2508	Takayasu's arteritis	A syndrome that involves inflammation of the aorta that carries blood from the heart to the rest of the body.
DOID:251	alcohol-induced mental disorder	
DOID:2510	Kluver-Bucy syndrome	An impulse control disorder that involves abnormalities in memory, social and sexual functioning and idiosyncratic behaviors resulting from damage from trauma or infection to both temporal lobes causing individuals to put objects in their mouths and engage in inappropriate sexual behavior.
DOID:2512	nevoid basal cell carcinoma syndrome	
DOID:2513	basal cell carcinoma	A skin carcinoma affecting basal cells.
DOID:2516	intracranial cavernous angioma	
DOID:2517	intracranial structure hemangioma	
DOID:2518	orchitis	
DOID:2519	testicular disease	
DOID:252	alcoholic psychosis	
DOID:2526	prostate adenocarcinoma	A prostate carcinoma that derives_from epithelial cells of glandular origin.
DOID:2527	nephrosis	
DOID:2529	splenic disease	
DOID:2530	splenic abscess	
DOID:2531	hematologic cancer	An immune system cancer located_in the hematological system that is characterized by uncontrolled cellular proliferation in blood, bone marrow and lymph nodes.
DOID:2533	splenic infarction	
DOID:2536	chronic inflammatory demyelinating polyneuritis	
DOID:2537	inflammatory and toxic neuropathy	
DOID:2538	Landau-Kleffner syndrome	
DOID:254	hemangioma of intra-abdominal structure	
DOID:2544	extratemporal epilepsy	An epilepsy syndrome that is located_in an area of the brain other than the temporal lobe.
DOID:2548	reflex epilepsy	
DOID:255	hemangioma	A cell type benign neoplasm that has_physical_basis_in endothelial cells that line blood vessels and is characterised by increased number of normal or abnormal vessels filled with blood.
DOID:2550	tactile epilepsy	
DOID:2555	granulomatous angiitis	
DOID:2556	relapsing polychondritis	
DOID:2557	chondromalacia	
DOID:2559	opiate dependence	A drug dependence that involves the continued use of opiate drugs despite despite problems related to use of the substance.
DOID:256	hemangioma of spleen	
DOID:2560	morphine dependence	An opiate dependence that involves the continued use of morphine despite despite problems related to use of the substance.
DOID:2562	suppurative periapical periodontitis	
DOID:2565	macular corneal dystrophy	A corneal dystrophy that is characterized by corneal haze, bilateral loss of vision, eventually necessitating corneal transplantation resulting from progressive punctate opacities in the cornea.
DOID:2566	corneal dystrophy	
DOID:2568	cervicitis	
DOID:2569	retinal drusen	
DOID:2570	malignant histiocytic disease	
DOID:2571	Langerhans-cell histiocytosis	A histiocytosis that is characterized by clonal proliferation of Langerhans cells.
DOID:2575	barbiturate dependence	A drug dependence that involves the continued use of barbiturates despite problems related to use of the substance.
DOID:2580	rhizomelic chondrodysplasia punctata	A genetic disease that is characterized by systemic shortening of the proximal bones (i.e. rhizomelia), seizures, recurrent respiratory tract infections, and congential cataracts and has_material_basis_in mutations of the alkyldihydroxyacetonephosphate synthase (alkyl-DHAP synthase) gene.
DOID:2581	chondrodysplasia punctata	
DOID:2582	acatalasia	
DOID:2583	agammaglobulinemia	A B cell deficiency that is caused by a reduction in all types of gamma globulins.
DOID:2590	familial nephrotic syndrome	
DOID:2595	glottis cancer	
DOID:2596	larynx cancer	A respiratory system cancer that is located_in the larynx.
DOID:2597	glottis neoplasm	
DOID:2598	laryngeal benign neoplasm	
DOID:2599	glottis carcinoma	
DOID:26	pancreas disease	An endocrine system disease that is located_in the pancreas.
DOID:260	hepatic flexure cancer	
DOID:2600	laryngeal carcinoma	A larynx cancer that has_material_basis_in epithelial cells.
DOID:2601	juxtacortical chondroma	
DOID:2602	chondroma	A cell type benign neoplasm that is a cartilaginous tumor encapsulated with a lobular growing pattern.
DOID:2609	adenomyoma	A carcinosarcoma that has_material_basis_in gland and muscle components.
DOID:261	transverse colon cancer	
DOID:2614	serous surface papilloma	
DOID:2615	papilloma	A cell type benign neoplam that is composed_of epithelial tissue on papillae of vascularized connective tissue.
DOID:2616	Wolffian duct adenoma	
DOID:262	kidney hemangiopericytoma	A kidney cancer which is manifested in the kidney.
DOID:2621	autonomic nervous system neoplasm	A peripheral nervous system neoplasm that is located_in the autonomic nervous system.
DOID:2626	choroid plexus papilloma	
DOID:263	kidney cancer	A urinary system cancer that is located_in the kidney.
DOID:2632	papillary serous adenocarcinoma	A papillary adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which form complex papillary structures with psammoma bodies.
DOID:2634	cystadenoma	An adenoma that is a cystic.
DOID:2636	ovarian Brenner tumor	
DOID:2639	breast pericanalicular fibroadenoma	
DOID:264	hemangiopericytoma	A soft tissue cancer that is a soft tissue sarcoma and originates in the pericytes in the walls of capillaries.
DOID:2640	struma ovarii	
DOID:2641	ovarian germ cell monodermal and highly specialized teratoma	
DOID:2643	perivascular epithelioid cell tumor	
DOID:2645	benign mesothelioma	A cell type benign neoplasm that has_material_basis in mesothelium.
DOID:2647	parachordoma	
DOID:2648	sebaceous adenoma	
DOID:2649	chondroblastoma	
DOID:265	spleen angiosarcoma	An angiosarcoma and hemangioma of intra-abdominal structure and malignant soft tissue neoplasm of the spleen that results_in a nonhematolymphoid malignant neoplasm of the spleen.
DOID:2653	benign fibrous mesothelioma	
DOID:2656	breast intracanalicular fibroadenoma	
DOID:2658	dermoid cyst	
DOID:2660	cystic teratoma	
DOID:2661	myoepithelioma	A sweat gland neoplasm that is composed_of outgrowths of myoepithelial cells from a sweat gland.
DOID:2664	sweat gland neoplasm	
DOID:2667	benign mesenchymoma	
DOID:2668	mesenchymoma	
DOID:2669	Pacinian tumor	
DOID:2670	transitional papilloma	
DOID:2671	transitional cell carcinoma	A carcinoma that derives_from transitional epithelial cells.
DOID:2673	cystic nephroma	
DOID:2678	adult mesoblastic nephroma	A mixed neoplasm that is seen mostly in early infancy and that consists of classic and cellular (atypical) variants.
DOID:2679	dysembryoplastic neuroepithelial tumor	
DOID:268	liver angiosarcoma	An angiosarcoma and sarcoma of liver and hemangioma of intra-abdominal structure and Ca liver - primary that is located_in the liver.
DOID:2682	intracystic papillary adenoma	
DOID:2683	adenofibroma	A cell type benign neoplasm that is composed_of glandular and fibrous tissues, with a relatively large proportion of glands.
DOID:2685	ossifying fibromyxoid tumor	
DOID:2687	skin sarcoma	
DOID:2689	lymphangiosarcoma	
DOID:2691	myoma	
DOID:2696	Leydig cell tumor	
DOID:2697	renal adenoma	
DOID:2698	nephrogenic adenofibroma	
DOID:270	liver sarcoma	A sarcoma and malignant non-epithelial hepatic and intrahepatic bile duct neoplasm sthat is located_in the liver.
DOID:2700	mucinous adenofibroma	
DOID:2701	nodular tenosynovitis	
DOID:2702	pigmented villonodular synovitis	
DOID:2703	synovitis	A connective tissue disease that results_in inflammation located_in synovial membrane that lines a synovial joint which causes pain and swelling.
DOID:2704	malignant giant cell tumor of the tendon sheath	
DOID:2705	malignant giant cell tumor	
DOID:2706	synovium cancer	
DOID:2708	mushroom workers' lung	An extrinsic allergic alveolitis involving inflammation of the alveoli within the lung caused by hypersensitivity to the inhalation of organic dust particles derived from either the mushrooms, their spores or the compost in which the mushrooms are grown. It is usually caused by the spores of thermophilic actinomycetes.
DOID:271	hemangioma of liver	
DOID:2710	sick building syndrome	An extrinsic allergic alveolitis that is characterized by a set of symptoms such as headache, fatigue, eye irritation, and breathing difficulties that affect workers in modern airtight office buildings. The disease is caused by indoor pollutants (as formaldehyde fumes, particulate matter, or microorganisms), and the symptoms tend to disappear when affected individuals leave the building.
DOID:2712	phimosis	
DOID:2717	bloom syndrome	
DOID:2718	hemopneumothorax	
DOID:272	hepatic vascular disease	A vascular disease that is located_in the liver.
DOID:2722	acrodermatitis	
DOID:2723	dermatitis	A skin disease characterized by itchy, erythematous, vesicular, weeping and crusting patches of skin.
DOID:2725	capillary hemangioma	
DOID:2729	dyskeratosis congenita	A skin disease characterized by cutaneous pigmentation, premature graying, dystrophy of the nails, leukoplakia of the oral mucosa, continuous lacrimation due to atresia of the lacrimal ducts, often thrombocytopenia, anemia, testicular atrophy in the male carriers and predisposition to cancer.
DOID:2730	epidermolysis bullosa	
DOID:2731	vesiculobullous skin disease	
DOID:2732	Rothmund-Thomson syndrome	
DOID:2733	skin atrophy	
DOID:2734	keratosis follicularis	
DOID:2736	Hajdu-Cheney syndrome	
DOID:2738	pseudoxanthoma elasticum	An autosomal recessive disease characterized by the accumulation of deposits of calcium and other minerals in elastic fibers, which are a component of connective tissue, this can result in changes in the skin, eyes, cardiovascular system and gastrointestinal system.
DOID:2739	Gilbert syndrome	A bilirubin metabolic disorder that involves elevated levels of unconjugated bilirubin as bilirubin is not being conjugated as a result of reduced glucuronyltransferase activity.
DOID:2741	bilirubin metabolic disorder	An inherited metabolic disorder that involves elevated levels of bilirubin resulting from disruption of bilirubin metabolism.
DOID:2742	auditory system disease	
DOID:2743	pyeloureteritis cystica	
DOID:2744	pyelitis	
DOID:2745	narcissistic personality disorder	A personality disorder that involves an excessive preoccupation with issues of personal adequacy, power, prestige and vanity.
DOID:2746	glycogen storage disease V	
DOID:2747	glycogen storage disease	A glycogen metabolism disorder that has_material_basis_in enzymes deficiencies necessary in the processing of glycogen synthesis or breakdown within muscles, liver, and other cell types.
DOID:2748	glycogen storage disease III	
DOID:2749	glycogen storage disease I	A glycogen storage disease that has_material_basis_in deficiency of the glucose-6-phosphatase enzyme which impairs the ability of the liver to produce free glucose from glycogen and from gluconeogenesis and is characterized by accumulation of glycogen and fat in the liver and kidneys, resulting in hepatomegaly and renomegaly.
DOID:275	gastric hemangioma	
DOID:2750	glycogen storage disease IV	
DOID:2751	glycogen storage disease VIII	
DOID:2752	glycogen storage disease II	A glycogen storage disease that has_material_basis_in deficiency of the lysosomal acid alpha-glucosidase enzyme resulting in damage to muscle and nerve cells due to an accumulation of glycogen in the lysosome.
DOID:2754	glycogen storage disease VI	A glycogen storage disease characterized by enlargement of the liver, moderately low blood sugar, elevated levels of acetone and other ketone bodies in the blood and moderate growth retardation.
DOID:2755	Mycobacterium avium complex disease	A primary bacterial infectious disease that results_in infection, has_material_basis_in Mycobacterium avium complex (MAC), which is transmitted_by inhalation or transmitted_by ingestion of via the respiratory or gastrointestinal tract respectively. The bacteria cause disseminated infection in HIV infected people, while pulmonary disease in immunocompetent persons.
DOID:2762	bone carcinoma	A bone cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:2763	ethmoid sinus squamous cell carcinoma	
DOID:2764	ethmoid sinus adenoid cystic carcinoma	
DOID:2766	ethmoid sinus adenocarcinoma	An ethmoid sinus cancer that derives_from epithelial cells of glandular origin.
DOID:2768	transient tic disorder	A tic disorder that consists of multiple motor and/or phonic tics with duration of at least 4 weeks, but less than 12 months.
DOID:2769	tic disorder	A specific developmental disorder that is characterized by the persistent presence of involuntary brief movements or sounds occuring intermittently and unpredictably out of a background of normal motor activity.
DOID:277	chorioangioma	
DOID:2770	diaper rash	
DOID:2772	irritant dermatitis	
DOID:2773	contact dermatitis	
DOID:2775	long bone adamantinoma	An adamantinoma that is located_in the long bones and results_in focal epithelial differentiation.
DOID:2776	adamantinoma	A bone cancer that is located_in almost exclusively in the long bones.
DOID:2780	rectosigmoid junction neoplasm	
DOID:2781	rectosigmoid cancer	
DOID:2782	rectosigmoid junction cancer	
DOID:2784	lung sarcoma	A lung cancer that is located_in the lung and that arises from transformed cells of mesenchymal origin.
DOID:2785	Dandy-Walker syndrome	
DOID:2786	cerebellar disease	
DOID:2789	parasitic protozoa infectious disease	A parasitic infectious disease that is caused by parasitic protozoa which are microorganisms classified as unicellular eukaryotes.
DOID:2790	necatoriasis	A parasitic helminthiasis infectious disease that involves infection of the small intestine of humans, dogs and cats by the nematode Necator americanus causing abdominal pain, diarrhea, cramps, weight loss and anemia. Cutaneous larvae migrans in humans is characterized by skin ruptures and severe itching.
DOID:2797	idiopathic interstitial pneumonia	A pneumonia located_in the lung parenchyma of unknown cause.
DOID:2798	bronchiolitis obliterans organizing pneumonia	An obstructive lung disease that involves granulation tissue plugs within lumens of small airways, sometimes with complete obstruction of small airways and granulation tissue extending into alveolar ducts and alveoli.
DOID:2799	bronchiolitis obliterans	A obstructive lung disease involving obstruction of the bronchioles due to inflammation and fibrosis which occurs as a complication of various lung conditions or physiological insults.
DOID:28	endocrine system disease	A disease of anatomical entity that is located_in endocrine glands which secretes a type of hormone directly into the bloodstream to regulate the body.
DOID:2800	acute interstitial pneumonia	A idiopathic interstitial pneumonia which develops suddenly and is severe. Initially, the lung shows edema, hyaline membranes, and interstitial acute inflammation. Later,it develops loose organizing fibrosis, mostly within alveolar septa and type II pneumocyte hyperplasia. Fever, cough, and difficulty breathing develop over 1 to 2 weeks, typically progressing to acute respiratory failure.
DOID:2801	nonspecific interstitial pneumonia	An idiopathic interstitial pneumonia that occurs mainly in women, people who do not smoke, and people younger than 50 years with no known cause or risk factors. Lung biopsies may show predominantly interstitial inflammation or fibrosis or a combination of inflammation and fibrosis. A dry cough and shortness of breath develop over 6 to 18 months. Low-grade fever and a feeling of illness (malaise) may occur.
DOID:2810	middle lobe syndrome	A lung disease that is defined as a recurrent or chronic collapse of the right middle lobe, right upper lobe or lingula of the lung. It is caused by endobronchial tumour, granulomatous infections, lymphadenopathy, foreign bodies, endobronchial silicotic nodules, inspissated mucus associated with cystic fibrosis or inflammation as a result of an infection.
DOID:2814	malignant neoplasm of acoustic nerve	
DOID:2815	cranial nerve malignant neoplasm	
DOID:2816	malignant oculomotor nerve tumor	
DOID:2817	cranial nerve III tumor	
DOID:2825	nose disease	
DOID:2828	acalculous cholecystitis	
DOID:2832	geotrichosis	An opportunistic mycosis that has_material_basis_in Galactomyces geotrichum, results_in systemic infection in immunocompromised people.
DOID:2833	dehydration polycythemia	
DOID:2834	acquired polycythemia	
DOID:2835	polycythemia due to hypoxia	
DOID:2838	stress polycythemia	
DOID:2839	erythropoietin polycythemia	
DOID:2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
DOID:2842	Jervell-Lange Nielsen syndrome	
DOID:2843	long QT syndrome	An autosomal genetic disease that is characterized by delayed repolarization of the heart following a heartbeat increases the risk of episodes of torsade de pointes (TDP, a form of irregular heartbeat that originates from the ventricles).
DOID:2846	bruxism	A sleep disorder that involves involuntarily grinding or clenching of the teeth while sleeping.
DOID:2848	melancholia	
DOID:285	hairy cell leukemia	
DOID:2855	hyperthyroxinemia	
DOID:2856	euthyroid sick syndrome	
DOID:2859	hemoglobin C disease	
DOID:2860	hemoglobinopathy	
DOID:2861	congenital nonspherocytic hemolytic anemia	
DOID:2862	glucosephosphate dehydrogenase deficiency	A carbohydrate metabolic disorder that is characterised by abnormally low levels of glucose-6-phosphate dehydrogenase (abbreviated G6PD or G6PDH).
DOID:2870	endometrial adenocarcinoma	An endometrial carcinoma that derives_from epithelial cells of glandular origin.
DOID:2871	endometrial carcinoma	A endometrial cancer that is located_in the tissue lining the uterus.
DOID:2876	laryngeal squamous cell carcinoma	A laryngeal carcinoma that has_material_basis_in squamous cells.
DOID:2877	larynx sarcoma	A sarcoma and malignant neoplasm of larynx that is located_in the larynx.
DOID:2879	nodular degeneration of cornea	
DOID:288	endometriosis of uterus	
DOID:2883	prostatic adenoma	
DOID:2885	benign prostate phyllodes tumor	
DOID:2887	prostate leiomyoma	
DOID:2889	retrocochlear disease	
DOID:289	endometriosis	
DOID:2891	thyroid adenoma	
DOID:2892	exocervical carcinoma	
DOID:2893	cervix carcinoma	A cervical cancer that is located_in the cervix uteri or located_in the cervical area and that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:2907	Goldenhar syndrome	A syndrome that is characterized by incomplete development of the ear, nose, soft palate, lip, and mandible. It is associated with anomalous development of the first branchial arch and second branchial arch.
DOID:2908	Treacher Collins syndrome	
DOID:2913	acute pancreatitis	
DOID:2914	immune system disease	A disease of anatomical entity that is located_in the immune system.
DOID:2916	hypersensitivity reaction type IV disease	
DOID:2917	cryoglobulinemia	A hypersensitivity reaction type IV disease that involves large amounts of cryoglobulins in the blood which become thick or gel-like in cold temperatures.
DOID:292	lacrimal system cancer	
DOID:2920	membranoproliferative glomerulonephritis	
DOID:2921	glomerulonephritis	A nephritis that causes inflammation of the glomeruli located_in kidney.
DOID:2926	Klippel-Trenaunay syndrome	A rare congenital syndrome characterized by large cutaneous hemangiomata with hypertrophy of the related bones and soft tissues.
DOID:2929	Newcastle disease	A viral infectious disease that results_in infection in birds and humans, has_material_basis_in Newcastle disease virus, which is transmitted_by contact with feces and urine of an infected bird, or transmitted_by fomites. The infection has_symptom conjunctivitis, has_symptom headache, and has_symptom lacrimation in humans, and has_symptom gasping, has_symptom coughing, has_symptom twisting of head and neck, has_symptom circling, has_symptom complete paralysis, has_symptom watery diarrhea, and has_symptom reduced egg production in birds.
DOID:293	lacrimal gland carcinoma	
DOID:2934	aleutian mink disease	A viral infectious disease that results_in inflammatory destruction located_in blood vessels of minks and rarely in humans, which has_material_basis_in Aleutian mink disease virus. The infection has_symptom weight loss, has_symptom hepatomegaly, has_symptom enlarged spleen, and has_symptom anemia.
DOID:2935	Chediak-Higashi syndrome	
DOID:294	lacrimal gland cancer	
DOID:2942	bronchiolitis	A lung disease that is an inflammation of the bronchioles, the smallest air passages of the lungs. It is caused by viruses and bacteria. The disease has_symptom cough, has_symptom wheezing, has_symptom shortness of breath, has_symptom fever, has_symptom nasal flaring in infants and has_symptom bluish skin due to lack of oxygen.
DOID:2945	severe acute respiratory syndrome	A viral infectious disease that results_in infection located_in respiratory tract, has_material_basis_in SARS coronavirus (SARS-CoV), which is transmitted_by droplet spread of respiratory secretions, transmitted_by ingestion of contaminated food, or transmitted_by fomites. The infection has_symptom fever, has_symptom headache, has_symptom body aches, has_symptom dry cough, and has_symptom hypoxia.
DOID:295	eye carcinoma	An ocular cancer that has_material_basis_in abnormally proliferating cells,  derives_from epithelial cells and arises_from the tissues that cover structures located_in the eye.
DOID:2951	motion sickness	
DOID:2952	inner ear disease	
DOID:2957	pulmonary tuberculosis	A tuberculosis that is a contagious disease located_in lungs. The infection has_symptom fever, has_symptom cough, has_symptom difficulty in breathing, has_symptom inflammatory infiltrations, has_symptom formation of tubercles, has_symptom caseation, has_symptom pleural effusion, and has_symptom fibrosis.
DOID:2959	hyperimmunoglobulin syndrome	
DOID:296	mixed lacrimal gland cancer	
DOID:2960	photosensitive trichothiodystrophy	
DOID:2962	Cockayne syndrome	An autosomal recessive disease that is caused by rare mutations in two DNA excision repair proteins, ERCC-8 and ERCC-6, and characterized by growth failure, impaired development of the nervous system, abnormal sensitivity to sunlight (photosensitivity), and premature aging.
DOID:2964	periarthritis	
DOID:2965	bursitis	
DOID:297	pleomorphic adenoma carcinoma	
DOID:2972	renal artery obstruction	
DOID:2973	kidney cortex necrosis	
DOID:2975	cystic kidney	
DOID:2977	primary hyperoxaluria	
DOID:2978	carbohydrate metabolic disorder	An inherited metabolic disorder that affect the catabolism and anabolism of carbohydrates.
DOID:298	lacrimal gland adenocarcinoma	A lacrimal gland carcinoma that derives_from epithelial cells of glandular origin.
DOID:2981	kidney papillary necrosis	
DOID:2982	perinephritis	
DOID:2983	anuria	
DOID:2986	IgA glomerulonephritis	A glomerulonephritis characterized by build up of IgA antibody in the glomerulus.
DOID:2987	familial Mediterranean fever	A hypersensitivity reaction type II disease characterized by recurrent episodes of fever and acute inflammation of the membranes lining the abdomen, joints and lungs; caused by mutations in the MEFV gene, which encodes the protein pyrin.
DOID:2988	antiphospholipid syndrome	A hypersensitivity reaction type II disease that is characterized by recurrent venous or arterial thrombosis and/or fetal losses associated with characteristic elevated levels of antibodies directed against membrane anionic phospholipids (anticardiolipin).
DOID:299	adenocarcinoma	A carcinoma that has_material_basis_in abnormally proliferating cells, derives_from epithelial cells, which originate in glandular tissue.
DOID:2992	prostate neuroendocrine neoplasm	
DOID:2994	germ cell cancer	A cell type cancer that has_material_basis_in abnormally proliferating cells derived_from germ cells.
DOID:2996	mixed germ cell-sex cord neoplasm	
DOID:2997	Sertoli-Leydig cell tumor	
DOID:2998	testicular cancer	A male reproductive system cancer that is located_in the testicles.
DOID:2999	granulosa cell tumor	
DOID:3001	female reproductive endometrioid cancer	
DOID:3002	ovary neuroendocrine neoplasm	
DOID:3003	nipple neoplasm	
DOID:3004	breast myoepithelial neoplasm	
DOID:3007	breast ductal carcinoma	A breast carcinoma that derives_from the lining of milk ducts.
DOID:3008	invasive ductal carcinoma	
DOID:3009	breast neuroendocrine neoplasm	
DOID:3010	lobular neoplasia	
DOID:3011	breast granular cell tumor	
DOID:3012	Li-Fraumeni syndrome	An autosomal dominant disease characterized by increases risk of developing several types of cancer, including breast cancer, osteosarcomata and soft tissue sarcomata.
DOID:3013	intraductal breast neoplasm	
DOID:3016	breast malignant phyllodes tumor	
DOID:3017	breast sarcoma	A breast cancer that has_material_basis_in abnormally proliferating cells derives_from mesenchymal cells.
DOID:302	substance abuse	A substance-related disorder that involves a maladaptive pattern of substance use leading to significant impairment in functioning.
DOID:3021	acute kidney failure	
DOID:3024	prostatic acinar adenocarcinoma	
DOID:3025	acinar cell carcinoma	A carcinoma that has_material_basis_in abnormally proliferating cells, derives_from spindle cells and/or derives_from giant cells.
DOID:3029	colon mucinous adenocarcinoma	
DOID:303	substance-related disorder	A disease of mental health involving the abuse or dependence on a substance that is ingested in order to produce a high, alter one's senses, or otherwise affect functioning.
DOID:3030	mucinous adenocarcinoma	An adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which produce mucin.
DOID:3033	colon signet ring adenocarcinoma	
DOID:3038	submucosal invasive colon adenocarcinoma	
DOID:3039	cecum adenocarcinoma	A cecum carcinoma that derives_from epithelial cells of glandular origin.
DOID:3042	allergic contact dermatitis	A contact dermititis that is an allergic skin reaction to foreign chemical or substances leading to red, itchy, weepy reaction where the skin has come into contact with a substance that the immune system recognizes as foreign.
DOID:3044	food allergy	A hypersensitivity reaction type I disease that is an abnormal response to a food, triggered by the body's immune system.
DOID:3047	Wissler's syndrome	A syndrome that is characterized by four typical symptoms: polymorphous exanthemas, recurrent high fever, leucocytosis and arthralgia.
DOID:3049	Churg-Strauss syndrome	A vasculitits that is systemic vasculitis realized as blood vessel inflammation and has_symptom asthma along with hay fever, rash and gastrointestinal bleeding.
DOID:305	carcinoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:3052	Balkan nephropathy	An interstitial nephritis endemic to the regions along the Danube river, in the modern countries of Croatia, Bosnia and Herzegovina, Serbia, Romania and Bulgaria.
DOID:3055	paratyphoid fever	A primary bacterial infectious disease that results_in infection located_in intestine, has_material_basis_in Salmonella enterica subsp enterica serovar Paratyphi A, B or C, which are transmitted_by ingestion of contaminated food. The infection has_symptom fever, has_symptom headache, has_symptom abdominal pain, has_symptom malaise, has_symptom anorexia, has_symptom constipation, has_symptom rosy spots on the central body, has_symptom non productive cough (in early stage of illness), has_symptom bradycardia, and has_symptom hepatosplenomegaly.
DOID:3068	glioblastoma multiforme	An astrocytoma characterized by the presence of small areas of necrotizing tissue that is surrounded by anaplastic cells as well as the presence of hyperplastic blood vessels, and that has_material_basis_in abnormally proliferating cells derived_from multiple cell types including astrocytes and oligondroctyes.
DOID:3069	astrocytoma	A malignant glioma that is has_material_basis_in astocyte cells, a type of star-shaped glial cell, located_in the cerebrum.
DOID:3070	malignant glioma	A cell type cancer that has_material_basis_in glial cells and is located_in brain or located_in spine.
DOID:3071	gliosarcoma	
DOID:3073	brain glioblastoma multiforme	
DOID:3074	giant cell glioblastoma	A glioblastoma multiforme that is characterized by a prevalence of bizarre, multinucleated giant cells.
DOID:3076	adult astrocytic tumour	
DOID:3078	grade III astrocytoma	An astrocytoma that is characterized by cells with regular, round to oval nuclei.
DOID:3079	juvenile astrocytoma	
DOID:308	early myoclonic encephalopathy	
DOID:3081	cystic lymphangioma	
DOID:3082	interstitial lung disease	
DOID:3083	chronic obstructive pulmonary disease	
DOID:3086	gingival overgrowth	
DOID:3087	gingivitis	
DOID:3089	granulomatous orchitis	
DOID:3093	nervous system cancer	An organ system cancer located_in the nervous sytem that affects the central or peripheral nervous system.
DOID:3095	germ cell and embryonal cancer	A germ cell cancer that is derived_from a mixture of germs cells and embryonal cells.
DOID:3096	stenosis of lacrimal sac	
DOID:3098	small cell sarcoma	
DOID:310	MERRF syndrome	
DOID:3103	thoracic outlet syndrome	A vascular disease that is characterized by compression at the superior thoracic outlet[1] resulting from excess pressure placed on a neurovascular bundle passing between the anterior scalene and middle scalene muscles.
DOID:3107	toxascariasis	A parasitic helminthiasis infectious disease that involves parasitic infection of dogs, cats and foxes with Toxascaris leonina causing damage to the lining of the intestine. The symptoms include diarrhea, vomiting and loss of appetite.
DOID:3108	ascaridiasis	A parasitic helminthiasis infectious disease that involves infection of the intestine of humans and birds with nematodes of the genus Ascaridia.
DOID:3109	idiopathic CD4-positive T-lymphocytopenia	A lymphopenia that is caused by a reduction of CD4+ T lymphocytes.
