slim_id	slim_name	subsumed_id	subsumed_name	min_distance
DOID:1826	epilepsy syndrome	DOID:3330	partial sensory epilepsy	2
DOID:1826	epilepsy syndrome	DOID:3331	frontal lobe epilepsy	2
DOID:1826	epilepsy syndrome	DOID:3534	Lafora disease	4
DOID:1826	epilepsy syndrome	DOID:3535	Unverricht-Lundborg syndrome	4
DOID:1826	epilepsy syndrome	DOID:4890	juvenile myoclonic epilepsy	3
DOID:1826	epilepsy syndrome	DOID:5129	simple partial epilepsy	2
DOID:1826	epilepsy syndrome	DOID:7725	epilepsy with generalized tonic-clonic seizures	3
DOID:1826	epilepsy syndrome	DOID:891	progressive myoclonus epilepsy	3
DOID:184	bone cancer	DOID:0050608	Askin's tumor	2
DOID:184	bone cancer	DOID:0050896	bone squamous cell carcinoma	2
DOID:184	bone cancer	DOID:0050900	sacrum chordoma	4
DOID:184	bone cancer	DOID:10149	long bones of lower limb cancer	1
DOID:184	bone cancer	DOID:10151	malignant neoplasm of short bones of lower limb	2
DOID:184	bone cancer	DOID:184	bone cancer	0
DOID:184	bone cancer	DOID:1862	jaw cancer	1
DOID:184	bone cancer	DOID:1863	skull cancer	1
DOID:184	bone cancer	DOID:2338	mandibular cancer	2
DOID:184	bone cancer	DOID:2762	bone carcinoma	1
DOID:184	bone cancer	DOID:2775	long bone adamantinoma	2
DOID:184	bone cancer	DOID:2776	adamantinoma	1
DOID:184	bone cancer	DOID:3258	orbit embryonal rhabdomyosarcoma	4
DOID:184	bone cancer	DOID:3259	orbit rhabdomyosarcoma	3
DOID:184	bone cancer	DOID:3302	chordoma	2
DOID:184	bone cancer	DOID:3303	notochordal cancer	1
DOID:184	bone cancer	DOID:3347	osteosarcoma	1
DOID:184	bone cancer	DOID:3351	bone angioendothelial sarcoma	2
DOID:184	bone cancer	DOID:3352	malignant fibrous histiocytoma of bone	2
DOID:184	bone cancer	DOID:3354	fibrosarcoma of bone	2
DOID:184	bone cancer	DOID:3356	localized osteosarcoma	2
DOID:184	bone cancer	DOID:3357	extraosseous osteosarcoma	2
DOID:184	bone cancer	DOID:3360	multifocal osteogenic sarcoma	2
DOID:184	bone cancer	DOID:3361	pediatric osteosarcoma	2
DOID:184	bone cancer	DOID:3367	bone leiomyosarcoma	2
DOID:184	bone cancer	DOID:3368	bone Ewing's sarcoma	2
DOID:184	bone cancer	DOID:3369	peripheral primitive neuroectodermal tumor	1
DOID:184	bone cancer	DOID:3372	chondroblastic osteosarcoma	2
DOID:184	bone cancer	DOID:3373	juxtacortical osteosarcoma	4
DOID:184	bone cancer	DOID:3374	peripheral osteosarcoma	3
DOID:184	bone cancer	DOID:3376	bone osteosarcoma	2
DOID:184	bone cancer	DOID:3377	small cell osteogenic sarcoma	4
DOID:184	bone cancer	DOID:3378	conventional central osteosarcoma	3
DOID:184	bone cancer	DOID:3379	metachronous osteosarcoma of the bone	2
DOID:184	bone cancer	DOID:3381	liposarcoma of bone	2
DOID:184	bone cancer	DOID:3643	sella turcica neoplasm	3
DOID:184	bone cancer	DOID:3842	skull base neoplasm	2
DOID:184	bone cancer	DOID:4141	intraorbital meningioma	2
DOID:184	bone cancer	DOID:4143	orbital cancer	1
DOID:184	bone cancer	DOID:4151	skull base chordoma	3
DOID:184	bone cancer	DOID:4152	chondroid chordoma	3
DOID:184	bone cancer	DOID:4153	spinal chordoma	3
DOID:184	bone cancer	DOID:4232	extraosseous Ewing's sarcoma	2
DOID:184	bone cancer	DOID:4384	orbit alveolar rhabdomyosarcoma	4
DOID:184	bone cancer	DOID:4388	bone peripheral neuroepithelioma	3
DOID:184	bone cancer	DOID:4389	soft tissue peripheral neuroepithelioma	3
DOID:184	bone cancer	DOID:4435	cavernous sinus meningioma	3
DOID:184	bone cancer	DOID:4437	skull base meningioma	3
DOID:184	bone cancer	DOID:4618	maxillary neoplasm	2
DOID:184	bone cancer	DOID:4708	foramen magnum meningioma	4
DOID:184	bone cancer	DOID:4985	extraosseous Ewings sarcoma-primitive neuroepithelial tumor	3
DOID:184	bone cancer	DOID:5047	neurohypophysis granular cell tumor	5
DOID:184	bone cancer	DOID:5048	posterior pituitary gland neoplasm	4
DOID:184	bone cancer	DOID:5090	sternum cancer	1
DOID:184	bone cancer	DOID:5546	femoral cancer	1
DOID:184	bone cancer	DOID:5809	childhood parosteal osteogenic sarcoma	3
DOID:184	bone cancer	DOID:6208	mediastinal osteogenic sarcoma	3
DOID:184	bone cancer	DOID:6312	clivus chordoma	4
DOID:184	bone cancer	DOID:6313	clivus chondroid chordoma	5
DOID:184	bone cancer	DOID:6322	tibial adamantinoma	3
DOID:184	bone cancer	DOID:6370	hepatic osteogenic sarcoma	3
DOID:184	bone cancer	DOID:6381	anterior foramen magnum meningioma	5
DOID:184	bone cancer	DOID:6489	periosteal osteogenic sarcoma	4
DOID:184	bone cancer	DOID:6517	clivus meningioma	4
DOID:184	bone cancer	DOID:6553	posterior foramen magnum meningioma	5
DOID:184	bone cancer	DOID:6579	chest wall bone cancer	1
DOID:184	bone cancer	DOID:6696	synchronous multifocal osteogenic sarcoma	3
DOID:184	bone cancer	DOID:6697	asynchronous multifocal osteogenic sarcoma	3
DOID:184	bone cancer	DOID:6759	bone lymphoma	1
DOID:184	bone cancer	DOID:6762	sternum lymphoma	2
DOID:184	bone cancer	DOID:6951	telangiectatic osteogenic sarcoma	4
DOID:184	bone cancer	DOID:7054	multiple skull base meningioma	4
DOID:184	bone cancer	DOID:7103	diaphragma sellae meningioma	4
DOID:184	bone cancer	DOID:7297	childhood extraosseous osteosarcoma	3
DOID:184	bone cancer	DOID:7542	osteosarcoma arising in bone Paget's disease	3
DOID:184	bone cancer	DOID:7602	intracortical osteogenic sarcoma	4
DOID:184	bone cancer	DOID:7603	fibrosarcomatous osteosarcoma	4
DOID:184	bone cancer	DOID:7612	childhood intracortical osteosarcoma	3
DOID:184	bone cancer	DOID:7713	tuberculum sellae meningioma	4
DOID:184	bone cancer	DOID:7787	breast osteosarcoma	3
DOID:184	bone cancer	DOID:7818	petroclival meningioma	4
DOID:184	bone cancer	DOID:7819	sphenoorbital meningioma	4
DOID:184	bone cancer	DOID:7820	sphenocavernous meningioma	4
DOID:184	bone cancer	DOID:7827	adult extraosseous osteosarcoma	1
DOID:184	bone cancer	DOID:8058	pituitary stalk meningioma	4
DOID:184	bone cancer	DOID:8221	upper clivus meningioma	5
DOID:184	bone cancer	DOID:8239	lower clivus meningioma	5
DOID:184	bone cancer	DOID:9986	orbit lymphoma	2
DOID:184	bone cancer	DOID:9987	orbit sarcoma	2
DOID:1909	melanoma	DOID:0050929	mucosal melanoma	1
DOID:1909	melanoma	DOID:1909	melanoma	0
DOID:1909	melanoma	DOID:3162	malignant spindle cell melanoma	1
DOID:1909	melanoma	DOID:4359	amelanotic melanoma	1
DOID:1909	melanoma	DOID:4360	epithelioid cell melanoma	1
DOID:1909	melanoma	DOID:6846	familial melanoma	1
DOID:1909	melanoma	DOID:7206	melanomatosis	1
DOID:1936	atherosclerosis	DOID:10230	aortic atherosclerosis	1
DOID:1936	atherosclerosis	DOID:12720	cerebral atherosclerosis	1
DOID:1936	atherosclerosis	DOID:1936	atherosclerosis	0
DOID:1936	atherosclerosis	DOID:2347	generalized atherosclerosis	1
DOID:1964	fallopian tube cancer	DOID:1963	fallopian tube carcinoma	1
DOID:1964	fallopian tube cancer	DOID:1964	fallopian tube cancer	0
DOID:1964	fallopian tube cancer	DOID:1965	fallopian tube leiomyosarcoma	1
DOID:1964	fallopian tube cancer	DOID:1970	fallopian tube carcinosarcoma	1
DOID:1964	fallopian tube cancer	DOID:1973	fallopian tube adenosarcoma	2
DOID:1964	fallopian tube cancer	DOID:3704	fallopian tube mucinous adenocarcinoma	3
DOID:1964	fallopian tube cancer	DOID:3706	fallopian tube adenocarcinoma	2
DOID:1964	fallopian tube cancer	DOID:4008	fallopian tube transitional cell carcinoma	2
DOID:1964	fallopian tube cancer	DOID:5301	fallopian tube clear cell adenocarcinoma	3
DOID:1964	fallopian tube cancer	DOID:5324	fallopian tube germ cell cancer	1
DOID:1964	fallopian tube cancer	DOID:5540	fallopian tube squamous cell carcinoma	2
DOID:1964	fallopian tube cancer	DOID:5564	fallopian tube teratoma	2
DOID:1964	fallopian tube cancer	DOID:5597	fallopian tube papillary adenocarcinoma	3
DOID:1964	fallopian tube cancer	DOID:5598	fallopian tube serous adenocarcinoma	3
DOID:1964	fallopian tube cancer	DOID:5831	fallopian tube endometrioid adenocarcinoma	3
DOID:1964	fallopian tube cancer	DOID:7266	familiar fallopian tube carcinoma	2
DOID:1964	fallopian tube cancer	DOID:8186	fallopian tube gestational choriocarcinoma	2
DOID:1993	rectum cancer	DOID:1988	rectum lymphoma	1
DOID:1993	rectum cancer	DOID:1992	rectum malignant melanoma	1
DOID:1993	rectum cancer	DOID:1993	rectum cancer	0
DOID:1993	rectum cancer	DOID:1995	rectum sarcoma	1
DOID:1993	rectum cancer	DOID:1996	rectum adenocarcinoma	1
DOID:1993	rectum cancer	DOID:3709	rectum mucinous adenocarcinoma	2
DOID:1993	rectum cancer	DOID:4053	rectum rhabdomyosarcoma	2
DOID:1993	rectum cancer	DOID:5297	rectum leiomyosarcoma	2
DOID:1993	rectum cancer	DOID:5528	rectum squamous cell carcinoma	1
DOID:1993	rectum cancer	DOID:6190	rectum Kaposi's sarcoma	2
DOID:1993	rectum cancer	DOID:6959	rectal cloacogenic carcinoma	2
DOID:1993	rectum cancer	DOID:7356	rectum sarcomatoid carcinoma	1
DOID:1993	rectum cancer	DOID:7707	rectum signet ring adenocarcinoma	2
DOID:2043	hepatitis B	DOID:2043	hepatitis B	0
DOID:216	dental caries	DOID:10461	dentin caries	1
DOID:216	dental caries	DOID:11736	odontoclasia	1
DOID:216	dental caries	DOID:14089	root caries	1
DOID:216	dental caries	DOID:216	dental caries	0
DOID:216	dental caries	DOID:217	enamel caries	1
DOID:2174	ocular cancer	DOID:12756	lacrimal duct cancer	2
DOID:2174	ocular cancer	DOID:12759	choroid cancer	2
DOID:2174	ocular cancer	DOID:13538	cornea squamous cell carcinoma	2
DOID:2174	ocular cancer	DOID:1748	conjunctiva squamous cell carcinoma	2
DOID:2174	ocular cancer	DOID:1751	malignant conjunctiva melanoma	2
DOID:2174	ocular cancer	DOID:1752	ocular melanoma	1
DOID:2174	ocular cancer	DOID:2174	ocular cancer	0
DOID:2174	ocular cancer	DOID:292	lacrimal system cancer	1
DOID:2174	ocular cancer	DOID:293	lacrimal gland carcinoma	3
DOID:2174	ocular cancer	DOID:294	lacrimal gland cancer	2
DOID:2174	ocular cancer	DOID:295	eye carcinoma	1
DOID:2174	ocular cancer	DOID:296	mixed lacrimal gland cancer	3
DOID:2174	ocular cancer	DOID:298	lacrimal gland adenocarcinoma	4
DOID:2174	ocular cancer	DOID:3478	iris cancer	2
DOID:2174	ocular cancer	DOID:3479	uveal cancer	1
DOID:2174	ocular cancer	DOID:4352	ciliary body cancer	2
DOID:2174	ocular cancer	DOID:4645	retinal cancer	1
DOID:2174	ocular cancer	DOID:4647	trilateral retinoblastoma	4
DOID:2174	ocular cancer	DOID:4648	familial retinoblastoma	4
DOID:2174	ocular cancer	DOID:4650	bilateral retinoblastoma	4
DOID:2174	ocular cancer	DOID:4651	unilateral retinoblastoma	4
DOID:2174	ocular cancer	DOID:4653	intraocular retinoblastoma	4
DOID:2174	ocular cancer	DOID:4656	extraocular retinoblastoma	4
DOID:2174	ocular cancer	DOID:4685	lacrimal gland mucoepidermoid carcinoma	4
DOID:2174	ocular cancer	DOID:4870	lacrimal gland adenoid cystic carcinoma	5
DOID:2174	ocular cancer	DOID:5240	retinal hemangioblastoma	2
DOID:2174	ocular cancer	DOID:5467	conjunctival cancer	1
DOID:2174	ocular cancer	DOID:5529	lacrimal gland squamous cell carcinoma	4
DOID:2174	ocular cancer	DOID:6037	spindle cell intraocular melanoma	2
DOID:2174	ocular cancer	DOID:6039	uveal melanoma	2
DOID:2174	ocular cancer	DOID:6041	choroid spindle cell melanoma	3
DOID:2174	ocular cancer	DOID:6043	ciliary body spindle cell melanoma	3
DOID:2174	ocular cancer	DOID:6199	cornea cancer	1
DOID:2174	ocular cancer	DOID:6438	malignant choroid melanoma	3
DOID:2174	ocular cancer	DOID:6522	mixed cell uveal melanoma	3
DOID:2174	ocular cancer	DOID:6523	ciliary body mixed cell melanoma	4
DOID:2174	ocular cancer	DOID:6524	malignant ciliary body melanoma	3
DOID:2174	ocular cancer	DOID:6525	choroid mixed cell melanoma	4
DOID:2174	ocular cancer	DOID:6566	posterior uveal melanoma	3
DOID:2174	ocular cancer	DOID:6903	eye lymphoma	1
DOID:2174	ocular cancer	DOID:6938	pediatric Intraocular retinoblastoma	5
DOID:2174	ocular cancer	DOID:6992	intraocular mixed cell type melanoma	2
DOID:2174	ocular cancer	DOID:6993	iris mixed cell melanoma	3
DOID:2174	ocular cancer	DOID:6994	malignant iris melanoma	3
DOID:2174	ocular cancer	DOID:6996	intermediate cell type choroid melanoma	3
DOID:2174	ocular cancer	DOID:6997	intermediate cell type ciliary body melanoma	3
DOID:2174	ocular cancer	DOID:7040	uveal epithelioid cell melanoma	3
DOID:2174	ocular cancer	DOID:7041	choroid epithelioid cell melanoma	4
DOID:2174	ocular cancer	DOID:7042	ciliary body epithelioid cell melanoma	4
DOID:2174	ocular cancer	DOID:7328	iris spindle cell melanoma	3
DOID:2174	ocular cancer	DOID:768	retinoblastoma	3
DOID:2174	ocular cancer	DOID:771	retinal cell cancer	2
DOID:2174	ocular cancer	DOID:774	retina lymphoma	2
DOID:2174	ocular cancer	DOID:7747	pediatric extraocular retinoblastoma	5
DOID:2174	ocular cancer	DOID:775	intraocular lymphoma	2
DOID:2174	ocular cancer	DOID:7807	choroid necrotic melanoma	4
DOID:2174	ocular cancer	DOID:7808	necrotic uveal melanoma	3
DOID:2174	ocular cancer	DOID:8400	malignant cornea melanoma	2
DOID:2174	ocular cancer	DOID:8427	retinal melanoma	2
DOID:219	colon cancer	DOID:12190	descending colon cancer	1
DOID:219	colon cancer	DOID:12191	splenic flexure cancer	2
DOID:219	colon cancer	DOID:12192	sigmoid colon cancer	1
DOID:219	colon cancer	DOID:1520	colon carcinoma	1
DOID:219	colon cancer	DOID:1523	colon lymphoma	1
DOID:219	colon cancer	DOID:218	ascending colon cancer	1
DOID:219	colon cancer	DOID:219	colon cancer	0
DOID:219	colon cancer	DOID:234	colon adenocarcinoma	2
DOID:219	colon cancer	DOID:260	hepatic flexure cancer	2
DOID:219	colon cancer	DOID:261	transverse colon cancer	1
DOID:219	colon cancer	DOID:2781	rectosigmoid cancer	3
DOID:219	colon cancer	DOID:2782	rectosigmoid junction cancer	2
DOID:219	colon cancer	DOID:3029	colon mucinous adenocarcinoma	3
DOID:219	colon cancer	DOID:3033	colon signet ring adenocarcinoma	3
DOID:219	colon cancer	DOID:3038	submucosal invasive colon adenocarcinoma	3
DOID:219	colon cancer	DOID:5259	colon leiomyosarcoma	2
DOID:219	colon cancer	DOID:5260	colon sarcoma	1
DOID:219	colon cancer	DOID:5519	colon squamous cell carcinoma	2
DOID:219	colon cancer	DOID:5629	adenosquamous colon carcinoma	2
DOID:219	colon cancer	DOID:6727	colon small cell carcinoma	2
DOID:219	colon cancer	DOID:6804	colon Kaposi sarcoma	2
DOID:219	colon cancer	DOID:7401	colonic L-cell glucagon-like peptide producing tumor	1
DOID:2355	anemia	DOID:0050554	X-linked sideroblastic anemia with ataxia	3
DOID:2355	anemia	DOID:0050641	Rh deficiency syndrome	3
DOID:2355	anemia	DOID:0050642	hypochromic microcytic anemia	2
DOID:2355	anemia	DOID:0060063	X-linked sideroblastic anemia	3
DOID:2355	anemia	DOID:0060064	sideroblastic anemia with spinocerebellar ataxia	3
DOID:2355	anemia	DOID:0060065	pyridoxine-refractory autosomal recessive sideroblastic anemia	3
DOID:2355	anemia	DOID:0060066	pyridoxine-responsive sideroblastic anemia	3
DOID:2355	anemia	DOID:0060284	paroxysmal nocturnal hemoglobinuria	4
DOID:2355	anemia	DOID:0060335	autosomal dominant sideroblastic anemia	3
DOID:2355	anemia	DOID:10783	methemoglobinemia	5
DOID:2355	anemia	DOID:1098	fetal erythroblastosis	2
DOID:2355	anemia	DOID:11243	anemia of prematurity	2
DOID:2355	anemia	DOID:11244	neonatal anemia	1
DOID:2355	anemia	DOID:11252	microcytic anemia	1
DOID:2355	anemia	DOID:11758	iron deficiency anemia	2
DOID:2355	anemia	DOID:11759	hypochromic anemia	1
DOID:2355	anemia	DOID:12043	kernicterus due to isoimmunization	2
DOID:2355	anemia	DOID:12449	aplastic anemia	1
DOID:2355	anemia	DOID:12450	pancytopenia	1
DOID:2355	anemia	DOID:12554	hemolytic-uremic syndrome	3
DOID:2355	anemia	DOID:12971	hereditary spherocytosis	4
DOID:2355	anemia	DOID:13120	protein-deficiency anemia	2
DOID:2355	anemia	DOID:13121	deficiency anemia	1
DOID:2355	anemia	DOID:1338	congenital dyserythropoietic anemia	4
DOID:2355	anemia	DOID:13382	megaloblastic anemia	2
DOID:2355	anemia	DOID:1339	Diamond-Blackfan anemia	3
DOID:2355	anemia	DOID:1340	pure red-cell aplasia	2
DOID:2355	anemia	DOID:1342	congenital hypoplastic anemia	2
DOID:2355	anemia	DOID:13576	twin-to-twin transfusion syndrome	2
DOID:2355	anemia	DOID:13636	Fanconi's anemia	3
DOID:2355	anemia	DOID:2354	myelophthisic anemia	2
DOID:2355	anemia	DOID:2355	anemia	0
DOID:2355	anemia	DOID:2361	macrocytic anemia	1
DOID:2355	anemia	DOID:2859	hemoglobin C disease	5
DOID:2355	anemia	DOID:2860	hemoglobinopathy	4
DOID:2355	anemia	DOID:2861	congenital nonspherocytic hemolytic anemia	4
DOID:2355	anemia	DOID:5378	hemoglobin D disease	5
DOID:2355	anemia	DOID:5379	hemoglobin E disease	5
DOID:2355	anemia	DOID:582	hemoglobinuria	3
DOID:2355	anemia	DOID:583	hemolytic anemia	2
DOID:2355	anemia	DOID:589	congenital hemolytic anemia	3
DOID:2355	anemia	DOID:720	normocytic anemia	1
DOID:2355	anemia	DOID:8955	sideroblastic anemia	2
DOID:2377	multiple sclerosis	DOID:0050783	secondary progressive multiple sclerosis	1
DOID:2377	multiple sclerosis	DOID:0050784	primary progressive multiple sclerosis	1
DOID:2377	multiple sclerosis	DOID:0050785	progressive relapsing multiple sclerosis	1
DOID:2377	multiple sclerosis	DOID:2377	multiple sclerosis	0
DOID:2377	multiple sclerosis	DOID:2378	relapsing-remitting multiple sclerosis	1
DOID:2394	ovarian cancer	DOID:0050928	ovarian melanoma	1
DOID:2394	ovarian cancer	DOID:0050933	ovarian serous carcinoma	4
DOID:2394	ovarian cancer	DOID:0050934	ovarian clear cell carcinoma	4
DOID:2394	ovarian cancer	DOID:2143	ovarian malignant mesothelioma	1
DOID:2394	ovarian cancer	DOID:2145	malignant ovarian cyst	1
DOID:2394	ovarian cancer	DOID:2146	ovary sarcoma	1
DOID:2394	ovarian cancer	DOID:2150	ovarian lymphoma	1
DOID:2394	ovarian cancer	DOID:2151	malignant ovarian surface epithelial-stromal neoplasm	2
DOID:2394	ovarian cancer	DOID:2152	ovary epithelial cancer	1
DOID:2394	ovarian cancer	DOID:2153	ovarian Wilms' cancer	1
DOID:2394	ovarian cancer	DOID:2155	malignant ovarian germ cell neoplasm	2
DOID:2394	ovarian cancer	DOID:2156	ovarian germ cell cancer	1
DOID:2394	ovarian cancer	DOID:2394	ovarian cancer	0
DOID:2394	ovarian cancer	DOID:2640	struma ovarii	5
DOID:2394	ovarian cancer	DOID:2641	ovarian germ cell monodermal and highly specialized teratoma	4
DOID:2394	ovarian cancer	DOID:2999	granulosa cell tumor	1
DOID:2394	ovarian cancer	DOID:3002	ovary neuroendocrine neoplasm	1
DOID:2394	ovarian cancer	DOID:3604	ovarian mucinous cystadenocarcinoma	6
DOID:2394	ovarian cancer	DOID:3605	ovarian cystadenocarcinoma	5
DOID:2394	ovarian cancer	DOID:3606	ovarian mucinous adenocarcinoma	5
DOID:2394	ovarian cancer	DOID:3713	ovary adenocarcinoma	4
DOID:2394	ovarian cancer	DOID:4000	ovary transitional cell carcinoma	2
DOID:2394	ovarian cancer	DOID:4001	ovarian carcinoma	3
DOID:2394	ovarian cancer	DOID:4059	ovary rhabdomyosarcoma	2
DOID:2394	ovarian cancer	DOID:4115	ovarian mesodermal adenosarcoma	4
DOID:2394	ovarian cancer	DOID:4217	malignant ovarian Brenner tumor	3
DOID:2394	ovarian cancer	DOID:4527	ovarian angiosarcoma	2
DOID:2394	ovarian cancer	DOID:4555	ovarian large-cell neuroendocrine carcinoma	4
DOID:2394	ovarian cancer	DOID:4894	rete ovarii adenocarcinoma	5
DOID:2394	ovarian cancer	DOID:5118	ovarian cystic teratoma	5
DOID:2394	ovarian cancer	DOID:5169	ovarian endometrioid stromal sarcoma	2
DOID:2394	ovarian cancer	DOID:5207	monodermal teratoma	3
DOID:2394	ovarian cancer	DOID:5208	malignant struma ovarii	6
DOID:2394	ovarian cancer	DOID:5209	benign struma ovarii	6
DOID:2394	ovarian cancer	DOID:5263	ovary leiomyosarcoma	2
DOID:2394	ovarian cancer	DOID:5304	ovarian clear cell adenocarcinoma	5
DOID:2394	ovarian cancer	DOID:5331	testicular granulosa cell tumor	2
DOID:2394	ovarian cancer	DOID:5350	ovarian endodermal sinus tumor	4
DOID:2394	ovarian cancer	DOID:5351	ovarian primitive germ cell tumor	3
DOID:2394	ovarian cancer	DOID:5511	dysgerminoma of ovary	4
DOID:2394	ovarian cancer	DOID:5531	ovarian squamous cell carcinoma	4
DOID:2394	ovarian cancer	DOID:5532	ovarian squamous cell neoplasm	2
DOID:2394	ovarian cancer	DOID:5550	choriocarcinoma of ovary	3
DOID:2394	ovarian cancer	DOID:5567	ovarian germ cell teratoma	2
DOID:2394	ovarian cancer	DOID:5697	liposarcoma of the ovary	2
DOID:2394	ovarian cancer	DOID:5744	ovary serous adenocarcinoma	5
DOID:2394	ovarian cancer	DOID:5746	ovarian serous cystadenocarcinoma	6
DOID:2394	ovarian cancer	DOID:5828	endometrioid ovary carcinoma	5
DOID:2394	ovarian cancer	DOID:5936	ovarian mixed germ cell neoplasm	4
DOID:2394	ovarian cancer	DOID:6032	juvenile type testicular granulosa cell tumor	3
DOID:2394	ovarian cancer	DOID:6067	ovarian mucinous neoplasm	2
DOID:2394	ovarian cancer	DOID:6083	childhood ovarian endodermal sinus tumor	5
DOID:2394	ovarian cancer	DOID:6084	pediatric ovarian germ cell tumor	2
DOID:2394	ovarian cancer	DOID:6170	ovarian carcinosarcoma	3
DOID:2394	ovarian cancer	DOID:6179	ovarian small cell carcinoma	4
DOID:2394	ovarian cancer	DOID:6212	ovarian endometrial cancer	2
DOID:2394	ovarian cancer	DOID:6214	ovarian papillary neoplasm	2
DOID:2394	ovarian cancer	DOID:6229	childhood mature teratoma of the ovary	4
DOID:2394	ovarian cancer	DOID:6230	childhood teratoma of the ovary	3
DOID:2394	ovarian cancer	DOID:6231	mature teratoma of the ovary	4
DOID:2394	ovarian cancer	DOID:6232	ovarian biphasic or triphasic teratoma	3
DOID:2394	ovarian cancer	DOID:6278	ovarian mucinous malignant adenofibroma	3
DOID:2394	ovarian cancer	DOID:6314	ovarian fetiform teratoma	5
DOID:2394	ovarian cancer	DOID:6315	ovarian solid teratoma	5
DOID:2394	ovarian cancer	DOID:6331	immature teratoma of ovary	3
DOID:2394	ovarian cancer	DOID:6405	ovarian papillary cystadenoma	3
DOID:2394	ovarian cancer	DOID:6407	ovarian surface papilloma	3
DOID:2394	ovarian cancer	DOID:6408	ovary papillary carcinoma	3
DOID:2394	ovarian cancer	DOID:6445	ovarian endometrioid malignant adenofibroma	4
DOID:2394	ovarian cancer	DOID:6511	glandular pattern ovarian yolk sac tumor	5
DOID:2394	ovarian cancer	DOID:6512	hepatoid pattern ovarian yolk sac tumor	5
DOID:2394	ovarian cancer	DOID:6514	polyvesicular vitelline pattern ovarian yolk sac tumor	5
DOID:2394	ovarian cancer	DOID:6554	ovarian clear cell malignant adenofibroma	1
DOID:2394	ovarian cancer	DOID:6774	polyembryoma of the ovary	4
DOID:2394	ovarian cancer	DOID:6898	ovary mixed epithelial carcinoma	4
DOID:2394	ovarian cancer	DOID:6901	familiar ovarian carcinoma	2
DOID:2394	ovarian cancer	DOID:7037	childhood immature teratoma of ovary	4
DOID:2394	ovarian cancer	DOID:7340	pediatric ovarian dysgerminoma	3
DOID:2394	ovarian cancer	DOID:7438	ovarian clear cell cystadenocarcinoma	6
DOID:2394	ovarian cancer	DOID:7591	gestational ovarian choriocarcinoma	4
DOID:2394	ovarian cancer	DOID:7650	pulmonary type ovarian small cell carcinoma	5
DOID:2394	ovarian cancer	DOID:7651	hypercalcemic type ovarian small cell carcinoma	5
DOID:2394	ovarian cancer	DOID:7665	non-gestational ovarian choriocarcinoma	4
DOID:2394	ovarian cancer	DOID:8023	myxoid liposarcoma of the ovary	3
DOID:2394	ovarian cancer	DOID:8036	childhood ovarian embryonal carcinoma	3
DOID:2394	ovarian cancer	DOID:8336	childhood choriocarcinoma of the ovary	3
DOID:2394	ovarian cancer	DOID:8394	adult type testicular granulosa cell tumor	3
DOID:2394	ovarian cancer	DOID:9597	Krukenberg carcinoma	2
DOID:2531	hematologic cancer	DOID:0050458	juvenile myelomonocytic leukemia	3
DOID:2531	hematologic cancer	DOID:0050523	adult T-cell leukemia	5
DOID:2531	hematologic cancer	DOID:0050743	mature T-cell and NK-cell lymphoma	3
DOID:2531	hematologic cancer	DOID:0050744	anaplastic large cell lymphoma	3
DOID:2531	hematologic cancer	DOID:0050745	diffuse large B-cell lymphoma	4
DOID:2531	hematologic cancer	DOID:0050746	mantle cell lymphoma	4
DOID:2531	hematologic cancer	DOID:0050747	lymphoplasmacytic lymphoma	4
DOID:2531	hematologic cancer	DOID:0050748	marginal zone B-cell lymphoma	4
DOID:2531	hematologic cancer	DOID:0050749	peripheral T-cell lymphoma	4
DOID:2531	hematologic cancer	DOID:0050750	splenic marginal zone lymphoma	5
DOID:2531	hematologic cancer	DOID:0050751	T-cell large granular lymphocyte leukemia	4
DOID:2531	hematologic cancer	DOID:0050873	follicular lymphoma	3
DOID:2531	hematologic cancer	DOID:0050908	myelodysplastic syndrome	2
DOID:2531	hematologic cancer	DOID:0050909	MALT lymphoma	3
DOID:2531	hematologic cancer	DOID:0060058	lymphoma	1
DOID:2531	hematologic cancer	DOID:0060060	non-Hodgkin lymphoma	2
DOID:2531	hematologic cancer	DOID:0060061	cutaneous T cell lymphoma	5
DOID:2531	hematologic cancer	DOID:0060318	acute promyelocytic leukemia	4
DOID:2531	hematologic cancer	DOID:0070004	myeloma	2
DOID:2531	hematologic cancer	DOID:10265	hairy cell leukemia of spleen	5
DOID:2531	hematologic cancer	DOID:1035	natural killer cell leukemia	3
DOID:2531	hematologic cancer	DOID:1036	chronic leukemia	2
DOID:2531	hematologic cancer	DOID:1037	lymphoblastic leukemia	2
DOID:2531	hematologic cancer	DOID:1039	prolymphocytic leukemia	4
DOID:2531	hematologic cancer	DOID:1040	chronic lymphocytic leukemia	3
DOID:2531	hematologic cancer	DOID:10747	lymphoid leukemia	3
DOID:2531	hematologic cancer	DOID:11868	chronic erythremia	2
DOID:2531	hematologic cancer	DOID:1240	leukemia	1
DOID:2531	hematologic cancer	DOID:12603	acute leukemia	2
DOID:2531	hematologic cancer	DOID:12965	subleukemic leukemia	2
DOID:2531	hematologic cancer	DOID:12972	intrapelvic lymph node leukemic reticuloendotheliosis	5
DOID:2531	hematologic cancer	DOID:1703	Richter's syndrome	4
DOID:2531	hematologic cancer	DOID:2224	hemorrhagic thrombocythemia	4
DOID:2531	hematologic cancer	DOID:2225	megakaryocytic tumor	3
